EmployeeCode,DateofJoin,DateOfRelieving,AttritionMonth,ExperienceInAGS,Experience.Range,EmployeeAge,Gender,MaritalStatus,Shift,WorkFacility,WorkLocation,JobRole,Designation,ExperienceType,LastReviewType,LastReviewDate,LastReviewRating,LastButOneReviewType,LastButOneReviewDate,LastButOneReviewRating,ProdAvgDuringNotice,QualAvgDuringNotice,ProdAvgBeforeNotice,QualAvgBeforeNotice,ProdAvgDuringNoticeRange,QualAvgDuringNoticeRange,ProdAvgBeforeNoticeRange,QualAvgBeforeNoticeRange,Course,Last30DaysLeaveCount,TotalExtraHoursWorked,Function,Shift_Name,Rating Bracket,TransportMode,Distance,TravelTimeRange,TravelTime,Availability_Filter,Available,Involuntary Exit,Voluntary Exit,VolInVol Attrition,Attrition,ExitType,ReasonofLeaving,RptEmployeeName,RptEmployeeCode,Rpt2EmployeeCode,DateofBirth,PrevShift,PrevWorkFacility,PrevWorkLocation,CurrentAddressCity,CurrentAddressPincode,PermenantAddressCity,PermenantAddressPincode,RptEffectiveFrom,RptSpanofControl,Process,Client,SubClient,ProjectEffectiveFrom,PrevVertical,PrevProcess,PrevClient,PrevSubClient,PrevEmployer,EngagementIndex,StaffingEmployeeStatus,Vertical,Department,DepartmentGroup
R07793,2/10/2016,3/1/2016,2016-03,1, Month <= 01,24,Male,NA,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,NA,13,0,Voice,Night,NA,NA,,,0,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,6/11/1992,,,,,,,,2/10/2016,26,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07794,2/10/2016,9/19/2016,2016-09,7, Month 06-12,21,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/17/2016,2.86,Confirmation,8/17/2016,2.86,86.93,91.68,100.42,94.15,080 - 095 %,090 - 095 %,100 - 110 %,090 - 095 %,HSC,17,0,Voice,Night,C,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,pratheesh.gangadharan,R00083,R00144,3/13/1995,05:30PM-02:30AM,,,Chennai,600041,Chennai,600041,8/2/2016,61,AR Follow Up,AdvancedMD,AdvancedMD,3/9/2016,AR,AR Follow Up,AGS,AGS,Sankar karthik P,Red,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07795,2/10/2016,5/18/2016,2016-05,3, Month 01-03,22,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,50,98,,,< 80%,095 - 098 %,,,BE/Btech,20,8,Voice,Night,NA,Two Wheeler,12.6,< 1 Hour,28,Employee Left,0,0,0,0,1,Training,Job abandonment,Dinesh.Sekar,R00983,R00542,4/25/1994,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600113,Thanjavur,613007,3/28/2016,20,AR Follow Up,Rural Metro,Rural Metro,3/8/2016,AR,AR Follow Up,AGS,AGS,,Red,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07796,2/10/2016,4/28/2016,2016-04,3, Month 01-03,24,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,47.5,,,< 80%,< 90%,,,BE/Btech,20,0,Voice,Night,NA,Cab,10.1,< 1 Hour,27,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,naresh.gnanaprakash,R00941,R00758,5/11/1992,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600042,Chennai,600042,3/23/2016,32,AR Follow Up,AGS,AGS,2/10/2016,,,,,,Red,Job Abandonment,Accounts Receivable,Revenue Cycle Management,Operations
R07797,2/10/2016,,,9, Month 06-12,25,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/19/2016,3.72,Confirmation,8/19/2016,3.72,106.76,98.13,105.71,97.57,100 - 110 %,098 - 100 %,100 - 110 %,095 - 098 %,BE/Btech,0,18,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Harish.Gunasekaran,R03210,R00083,3/28/1991,05:30PM-02:30AM,NMR,Chennai,Chennai,600040,Chennai,600040,10/3/2016,,AR Follow Up,AdvancedMD,AdvancedMD,3/9/2016,AR,AR Follow Up,AGS,AGS,,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07798,2/10/2016,2/23/2016,2016-02,0, Month <= 01,22,Female,Married,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BA/Bcom/BPharm,3.5,0,Voice,Night,NA,Cab,19.3,< 1 Hour,47,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,8/24/1994,05:30PM-02:30AM,,,Chennai,600073,Chennai,600073,2/10/2016,29,AR Follow Up,AGS,AGS,2/10/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R07857,2/22/2016,,,9, Month 06-12,23,Female,Married,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Process Associate - Level 1,Lateral,Confirmation,9/12/2016,3.68,Confirmation,9/12/2016,3.68,106.25,99.15,118.18,98.04,100 - 110 %,098 - 100 %,110% +,098 - 100 %,BCA/BBA,4.5,8,Non-Voice,Day,B +,Train,,,0,Current Employee,1,0,0,0,0,,,Vellanganni.Sebastian,R06390,R00404,9/22/1993,,,,Chennai,600014,Chennai,600014,11/9/2016,,AR Follow Up,SG,SG,8/9/2016,Billing / Transmission,Front End Process,SG,SG,AHAMEDSULTHANA YUSUFFALI,Green,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07860,2/24/2016,,,9, Month 06-12,22,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,9/15/2016,3.69,Confirmation,9/15/2016,3.69,110.87,96.69,109.12,96.86,110% +,095 - 098 %,100 - 110 %,095 - 098 %,BE/Btech,0,14,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Gopinath.Thirumalazaghan,R00832,R09701,5/30/1994,06:30PM-03:30AM,Prince Infocity,Chennai,Chennai,600100,Tiruchirappalli,620012,6/1/2016,,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07861,2/24/2016,,,9, Month 06-12,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,9/15/2016,3,Confirmation,9/15/2016,3,88.67,96.39,88.05,98.7,080 - 095 %,095 - 098 %,080 - 095 %,098 - 100 %,BA/Bcom/BPharm,12,7,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,Gopinath.Thirumalazaghan,R00832,R09701,11/16/1993,06:30PM-03:30AM,Elnet,Chennai,Chennai,600083,Chennai,600083,6/1/2016,,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,Anand Rathi Shares and Stock Brokers Ltd,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07862,2/24/2016,3/9/2016,2016-03,0, Month <= 01,27,Female,Married,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,< 80%,< 90%,,,MSc/Mpharm/MPhil,7,0,Voice,Night,NA,Cab,16.3,< 1 Hour,39,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,7/3/1989,,,,Chennai,600116,Chennai,600116,1/0/1900,17,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07863,2/24/2016,,,9, Month 06-12,22,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,9/9/2016,3.51,Confirmation,9/9/2016,3.51,110.01,97.23,94.04,88.12,110% +,095 - 098 %,080 - 095 %,< 90%,BSc,0,40,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Vivek.Goutham,R02304,R06159,11/10/1994,05:30PM-02:30AM,NMR,Chennai,Chennai,600086,Chennai,600086,3/19/2016,,AR Follow Up,McKesson,BRONX,4/7/2016,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07864,2/24/2016,,,9, Month 06-12,26,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,9/15/2016,3.5,Confirmation,9/15/2016,3.5,104.97,97.24,101.93,96.89,100 - 110 %,095 - 098 %,100 - 110 %,095 - 098 %,MSc/Mpharm/MPhil,0,12,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Gopinath.Thirumalazaghan,R00832,R09701,9/23/1990,06:30PM-03:30AM,Elnet,Chennai,Chennai,600013,Chennai,600013,6/1/2016,,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07865,2/24/2016,3/15/2016,2016-03,1, Month <= 01,22,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BSc,6,3,Voice,Night,NA,Cab,21.7,< 1 Hour,53,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,8/30/1994,,Tidel 5th,Chennai,Chennai,600118,Chennai,600118,1/0/1900,15,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07866,2/24/2016,3/15/2016,2016-03,1, Month <= 01,27,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,8.5,3,Voice,Night,NA,Cab,19.7,< 1 Hour,41,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,11/24/1989,,Tidel 5th,Chennai,Chennai,600059,Jamshedpur,831001,1/0/1900,15,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07867,2/24/2016,,,9, Month 06-12,25,Female,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,9/15/2016,3.51,Confirmation,9/15/2016,3.51,88.18,99.27,90.81,98.06,080 - 095 %,098 - 100 %,080 - 095 %,098 - 100 %,BE/Btech,1,3,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Gopinath.Thirumalazaghan,R00832,R09701,9/21/1991,06:30PM-03:30AM,Elnet,Chennai,Chennai,600042,Viluppuram,605602,6/1/2016,,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,,Red,Notice Period,Accounts Receivable,Revenue Cycle Management,Operations
R07868,2/24/2016,8/1/2016,2016-08,5, Month 03-06,22,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,91.71,92.42,,50,080 - 095 %,090 - 095 %,< 80%,< 90%,BSc,19,5,Voice,Night,NA,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Gopinath.Thirumalazaghan,R00832,R02855,8/23/1994,05:30PM-02:30AM,Elnet,Chennai,Chennai,600119,Chennai,600119,6/1/2016,16,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,,Red,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07869,2/24/2016,3/22/2016,2016-03,1, Month <= 01,26,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,MCA,8.5,3,Voice,Night,NA,Cab,5,< 1 Hour,17,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,12/9/1990,,,,Chennai,600041,Uthagamandalam,643001,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07870,2/24/2016,7/11/2016,2016-07,5, Month 03-06,22,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,85.95,86.91,,50,080 - 095 %,< 90%,< 80%,< 90%,BSc,3,0,Voice,Night,NA,Cab,5.7,< 1 Hour,14,Employee Left,0,0,1,1,1,Voluntary,Health Grounds,Vivek.Goutham,R02304,R06159,10/7/1994,05:30PM-02:30AM,Elnet,Chennai,Chennai,600049,Chennai,600049,3/19/2016,6,AR Follow Up,McKesson,BRONX,4/7/2016,AR,AR Follow Up,AGS,AGS,,Red,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R07871,2/24/2016,3/22/2016,2016-03,1, Month <= 01,22,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,7,3,Voice,Night,NA,Cab,9.5,< 1 Hour,21,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,5/24/1994,,Tidel 5th,Chennai,Chennai,600032,Chennai,600032,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07872,2/24/2016,3/3/2016,2016-03,0, Month <= 01,25,Male,NA,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,,,,,NA,5,0,Voice,Night,NA,NA,,,0,Employee Left,0,0,0,0,1,Drop out,Job abandonment,Senthil.Loganathan,R06033,R00070,2/26/1991,,,,,,,,1/0/1900,26,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07873,2/24/2016,5/18/2016,2016-05,3, Month 01-03,24,Female,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,50,,,< 80%,< 90%,,,BCA/BBA,20,2,Voice,Night,NA,Cab,16,< 1 Hour,40,Employee Left,0,0,0,0,1,Training,Job abandonment,Rohit.Jaitmal,R00890,R00542,12/13/1992,,Elnet,Chennai,Chennai,600041,Coimbatore,641012,3/21/2016,28,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,,Red,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07874,2/24/2016,9/19/2016,2016-09,7, Month 06-12,25,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,65.93,97.47,36.98,65.88,< 80%,095 - 098 %,< 80%,< 90%,BSc,8,0,Voice,Night,NA,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Career Shift,jebakumar.ashokraj,R00520,R03640,12/27/1991,05:30PM-02:30AM,Elnet,Chennai,Chennai,600071,Chennai,600071,4/19/2016,13,AR Follow Up,McKesson,UPA,4/20/2016,AR,AR Follow Up,McKesson,CTVSA,BALAKUMAR G,Amber,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07875,2/24/2016,3/22/2016,2016-03,1, Month <= 01,25,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,7,3,Voice,Night,NA,Cab,7,< 1 Hour,20,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,8/10/1991,,,,Chennai,600088,Chennai,600088,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07876,2/24/2016,3/18/2016,2016-03,1, Month <= 01,22,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BA/Bcom/BPharm,6,3,Voice,Night,NA,Cab,7.2,< 1 Hour,20,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,11/11/1994,,Tidel 5th,Chennai,Chennai,600091,Chennai,600091,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07877,2/24/2016,,,9, Month 06-12,27,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,9/21/2016,3.21,Confirmation,9/21/2016,3.21,62.78,99.42,71.68,99.15,< 80%,098 - 100 %,< 80%,098 - 100 %,Diploma,2,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,jebakumar.ashokraj,R00520,R02328,3/26/1989,05:30PM-02:30AM,,,Chennai,600037,Vellore,632602,4/19/2016,10,AR Follow Up,McKesson,UPA,10/4/2016,AR,AR Follow Up,McKesson,CTVSA,Techindia info way pvt ltd,Amber,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07878,2/24/2016,3/22/2016,2016-03,1, Month <= 01,22,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,7.5,3,Voice,Night,NA,Cab,17.8,< 1 Hour,47,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,5/17/1994,,Tidel 5th,Chennai,Chennai,600038,Salem,636116,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,sutherland global services,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07879,2/24/2016,5/23/2016,2016-05,3, Month 01-03,24,Female,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,28.93,66,,,< 80%,< 90%,,,BE/Btech,15,3,Voice,Night,NA,Cab,18.4,< 1 Hour,41,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Rohit.Jaitmal,R00890,R00542,7/19/1992,,Elnet,Chennai,Chennai,600100,Chennai,600100,3/21/2016,28,AR Follow Up,RTI,RTI,3/21/2016,AR,AR Follow Up,AGS,AGS,Divya,Red,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R07880,2/24/2016,3/22/2016,2016-03,1, Month <= 01,25,Male,UnMarried,05:30PM-02:30AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,8.5,3,Voice,Night,NA,Cab,5,< 1 Hour,17,Employee Left,0,0,0,0,1,Training,Poor Performance,Senthil.Loganathan,R06033,R00070,11/7/1991,,Tidel 5th,Chennai,Chennai,600041,Salem,636103,1/0/1900,10,AR Follow Up,AGS,AGS,2/24/2016,,,,,raswanth,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07881,2/24/2016,3/15/2016,2016-03,1, Month <= 01,24,Male,UnMarried,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,< 80%,< 90%,,,Diploma,9.5,3,Voice,Night,NA,Two Wheeler,5,< 1 Hour,17,Employee Left,0,0,0,0,1,Training,Job abandonment,Senthil.Loganathan,R06033,R00070,2/23/1992,,,,Chennai,600041,Chennai,600041,1/0/1900,15,AR Follow Up,AGS,AGS,2/24/2016,,,,,M Vinothkumar,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07882,2/25/2016,7/4/2016,2016-07,4, Month 03-06,25,Female,UnMarried,04:00PM-01:00AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Lateral,NA,,,,,,105.8,97.85,100,98,100 - 110 %,095 - 098 %,095 - 100 %,095 - 098 %,BSc,17,2,Voice,Day,NA,Bus,16,< 1 Hour,38,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,DivyaDevi.Sivashankaran,R00758,R02251,6/24/1991,,Tidel 5th,Chennai,Chennai,600041,Madurai,638002,3/4/2016,35,AR Follow Up,Vanderbilt,Pre-Cert,4/19/2016,Support,Analytics,AGS,AGS,Accenture,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07941,3/7/2016,8/22/2016,2016-08,6, Month 03-06,23,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,68.02,95.42,49,98.05,< 80%,095 - 098 %,< 80%,098 - 100 %,BE/Btech,17,0,Voice,Night,NA,Cab,,,0,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Naveen.Sounder,R06097,R02855,8/29/1993,05:30PM-02:30AM,,,Hyderabad,500024,Hyderabad,500024,4/19/2016,37,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,,Green,Job Abandonment,Accounts Receivable,Revenue Cycle Management,Operations
R07942,3/7/2016,,,8, Month 06-12,25,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,9/21/2016,2.24,Confirmation,9/21/2016,2.24,71.38,91.71,90.1,96.58,< 80%,090 - 095 %,080 - 095 %,095 - 098 %,BA/Bcom/BPharm,3,0,Voice,Night,D,Cab,,,0,Current Employee,1,0,0,0,0,,,Gayathri.Vishwabramhina,R09762,R02855,8/27/1991,05:30PM-02:30AM,,,Hyderabad,500037,Hyderabad,500037,9/22/2016,,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,,Red,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07943,3/7/2016,6/17/2016,2016-06,3, Month 01-03,23,Male,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,97.46,94.29,,,095 - 100 %,090 - 095 %,,,BE/Btech,14,0,Voice,Night,NA,Cab,8.4,< 1 Hour,22,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Naveen.Sounder,R06097,R02573,6/30/1993,,,,Hyderabad,500001,Medak,502279,4/19/2016,33,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07944,3/7/2016,3/31/2016,2016-03,1, Month <= 01,25,Female,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,,,,,BA/Bcom/BPharm,8.5,0,Voice,Night,NA,Cab,8.4,< 1 Hour,29,Employee Left,0,0,0,0,1,Training,Poor Performance,HariHaran.Mohan,R03160,R00352,10/23/1991,,,,Hyderabad,500044,Hyderabad,500044,3/8/2016,15,AR Follow Up,AGS,AGS,3/8/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07945,3/7/2016,,,8, Month 06-12,26,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,9/15/2016,1.73,Confirmation,9/15/2016,1.73,74.88,96.49,61.49,88.11,< 80%,095 - 098 %,< 80%,< 90%,BA/Bcom/BPharm,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Gayathri.Vishwabramhina,R09762,R02855,7/1/1990,05:30PM-02:30AM,,,Hyderabad,500037,Hyderabad,500037,9/22/2016,,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,B raghu kumar,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07946,3/7/2016,,,8, Month 06-12,23,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,Confirmation,9/21/2016,1.51,Confirmation,9/21/2016,1.51,66.95,92.57,73.28,88.5,< 80%,090 - 095 %,< 80%,< 90%,BE/Btech,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,SwapnaRani.Chamanthi,R06122,R09763,11/12/1993,05:30PM-02:30AM,,,Ranga Reddy,500008,Ranga Reddy,500008,8/12/2016,,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R07947,3/7/2016,6/17/2016,2016-06,3, Month 01-03,28,Male,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,107,96.35,,,100 - 110 %,095 - 098 %,,,MSc/Mpharm/MPhil,15,0,Voice,Night,NA,Cab,8.4,< 1 Hour,22,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Naveen.Sounder,R06097,R02573,6/10/1988,,,,Hyderabad,500001,Hyderabad,500001,4/19/2016,33,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,primark,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07948,3/7/2016,7/4/2016,2016-07,4, Month 03-06,25,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,103.95,98.48,,,100 - 110 %,098 - 100 %,,,BA/Bcom/BPharm,15,0,Voice,Night,NA,Cab,9.8,< 1 Hour,26,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Naveen.Sounder,R06097,R02573,4/6/1991,05:30PM-02:30AM,,,Hyderabad,500015,Hyderabad,500015,4/19/2016,32,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,GENPACT,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R07949,3/7/2016,3/31/2016,2016-03,1, Month <= 01,24,Male,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,,,,,,,,,BSc,11,0,Voice,Night,NA,Cab,8.7,< 1 Hour,28,Employee Left,0,0,0,0,1,Training,Poor Performance,HariHaran.Mohan,R03160,R00352,10/14/1992,,,,Hyderabad,500018,Hyderabad,500018,3/8/2016,15,AR Follow Up,AGS,AGS,3/8/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R07950,3/7/2016,5/18/2016,2016-05,2, Month 01-03,24,Male,UnMarried,05:30PM-02:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,98,98,,,095 - 100 %,095 - 098 %,,,BE/Btech,4,0,Voice,Night,NA,Cab,8.4,< 1 Hour,22,Employee Left,0,0,0,0,1,Training,Job abandonment,Naveen.Sounder,R06097,R02573,11/29/1992,,,,Hyderabad,500001,Hyderabad,500001,4/19/2016,27,AR Follow Up,Rural Metro,Rural Metro,4/11/2016,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
