"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R07678",10,27,"Female","Married","Chennai","Team Member","Lateral",105.6,105.6,"MBA",3.5,8,"Voice","04:00PM-01:00AM","Cab","Green","Current Employee",0,1
"R07679",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",76.9,76.9,"BCA/BBA",10,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07680",10,23,"Male","UnMarried","Chennai","Team Member","Fresher",103.87,103.87,"BE/Btech",4,27,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07681",3,22,"Female","UnMarried","Chennai","Team Member","Fresher",50,50,"BCA/BBA",16,8,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07682",0,23,"Female","UnMarried","Chennai","Team Member","Fresher",100.68,100.68,"BA/Bcom/BPharm",5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07683",10,22,"Male","Married","Chennai","Team Member","Fresher",111.99,111.99,"BSc",2,3,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07684",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",114.37,114.37,"BE/Btech",10,0,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Employee Left",1,0
"R07685",3,25,"Male","UnMarried","Chennai","Team Member","Fresher",66.67,66.67,"BCA/BBA",22,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07686",1,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",99.01,99.01,"BCA/BBA",14,8,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07687",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",101.71,101.71,"BA/Bcom/BPharm",19,5,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07688",10,25,"Male","UnMarried","Chennai","Team Member","Fresher",93.45,93.45,"BE/Btech",6,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07689",10,23,"Male","UnMarried","Chennai","Team Member","Fresher",101.59,101.59,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07690",10,23,"Male","UnMarried","Chennai","Team Member","Fresher",106.33,106.33,"BE/Btech",1.5,88,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07691",1,23,"Male","UnMarried","Chennai","Team Member","Fresher",103.54,103.54,"BE/Btech",14.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07692",1,20,"Male","UnMarried","Chennai","Team Member","Fresher",99.16,99.16,"SSLC",15.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07693",10,22,"Male","UnMarried","Chennai","Team Member","Fresher",60.86,60.86,"BSc",0,3,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07694",10,22,"Male","UnMarried","Chennai","Team Member","Fresher",92.96,92.96,"BE/Btech",0,17,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07695",10,26,"Male","UnMarried","Chennai","Team Member","Fresher",97.78,97.78,"BCA/BBA",1,17,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07696",10,23,"Female","UnMarried","Chennai","Team Member","Industry Fresher",102.65,102.65,"BCA/BBA",0,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07697",5,23,"Female","UnMarried","Chennai","Team Member","Fresher",111.85,111.85,"BA/Bcom/BPharm",14,14,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07698",0,27,"Male","UnMarried","Chennai","Team Member","Fresher",67.33,67.33,"MBA",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07699",1,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",112.98,112.98,"BE/Btech",14.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07700",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",100,100,"BE/Btech",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07715",10,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",90,90,"BA/Bcom/BPharm",11,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07716",10,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",101.44,101.44,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07717",1,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",95.37,95.37,"BA/Bcom/BPharm",14,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07718",10,24,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",86.88,86.88,"BE/Btech",6,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07719",10,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",100.32,100.32,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07720",10,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",96,96,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R07721",10,23,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",90,90,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07722",10,27,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",93.67,93.67,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07723",1,25,"Female","UnMarried","Hyderabad","Team Member","Fresher",115.97,115.97,"BA/Bcom/BPharm",5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07724",9,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",90,90,"MBA",16,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07725",3,28,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",100,100,"BA/Bcom/BPharm",11.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07726",10,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",117.54,117.54,"BSc",1,7,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07727",10,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",104.7,104.7,"BA/Bcom/BPharm",6,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07728",10,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",63.33,63.33,"MBA",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07729",1,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",100,100,"BA/Bcom/BPharm",9,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07730",1,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",100,100,"MBA",10,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07731",10,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",90.1,90.1,"BA/Bcom/BPharm",6,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07732",9,22,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",90,90,"BA/Bcom/BPharm",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07733",1,26,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",100.53,100.53,"BE/Btech",4,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07745",9,29,"Female","Married","Chennai","Team Member","Lateral",101.13,101.13,"BA/Bcom/BPharm",1,5,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R07767",2,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",50,50,"BE/Btech",11,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07768",1,26,"Male","UnMarried","Hyderabad","Team Member","Fresher",46.92,46.92,"MBA",5.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07769",9,23,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",100.32,100.32,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07770",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",101,101,"BA/Bcom/BPharm",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07771",9,24,"Female","Married","Hyderabad","Team Member","Fresher",99,99,"BA/Bcom/BPharm",3.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07772",2,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",50,50,"BE/Btech",7,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R07773",9,26,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",79.38,79.38,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07774",0,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",101,101,"BE/Btech",5,0,"Voice","05:30PM-02:30AM","Bus","Green","Employee Left",1,0
"R07775",9,29,"Male","UnMarried","Hyderabad","Team Member","Fresher",108.34,108.34,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07776",9,27,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",84.21,84.21,"BA/Bcom/BPharm",0.5,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07777",7,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",69.57,69.57,"MBA",20,3,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07779",1,23,"Male","UnMarried","Chennai","Team Member","Fresher",66.67,66.67,"BE/Btech",4.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07780",2,23,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BE/Btech",15,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07781",2,26,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"ME/Mtech",13.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07782",2,25,"Female","UnMarried","Chennai","Team Member","Fresher",100,100,"BE/Btech",15,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07783",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",101.36,101.36,"BE/Btech",9.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07784",9,23,"Male","UnMarried","Chennai","Team Member","Fresher",84.19,84.19,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07785",1,25,"Male","UnMarried","Chennai","Team Member","Fresher",102.99,102.99,"BE/Btech",11,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07786",9,22,"Male","UnMarried","Chennai","Team Member","Fresher",91.45,91.45,"Diploma",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07787",9,23,"Male","UnMarried","Chennai","Team Member","Fresher",73.58,73.58,"BSc",9,14,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07788",9,23,"Female","UnMarried","Chennai","Team Member","Fresher",102.17,102.17,"BE/Btech",1,10,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07789",1,27,"Male","UnMarried","Chennai","Team Member","Fresher",101.44,101.44,"MBA",8.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07790",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",114.37,114.37,"Diploma",7,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07791",2,25,"Male","UnMarried","Chennai","Team Member","Fresher",96.85,96.85,"BE/Btech",15,4,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07792",2,23,"Male","UnMarried","Chennai","Team Member","Fresher",110.18,110.18,"BE/Btech",16.5,0,"Voice","06:00PM-03:00AM","Two Wheeler","Red","Employee Left",1,0
"R07793",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",33.33,33.33,"BE/Btech",13,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07794",7,21,"Male","UnMarried","Chennai","Team Member","Industry Fresher",86.93,86.93,"HSC",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07795",3,22,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BE/Btech",20,8,"Voice","06:00PM-03:00AM","Two Wheeler","Red","Employee Left",1,0
"R07796",3,24,"Male","UnMarried","Chennai","Team Member","Fresher",42.98,42.98,"BE/Btech",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07797",9,25,"Male","UnMarried","Chennai","Team Member","Fresher",106.76,106.76,"BE/Btech",0,18,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07798",0,22,"Female","Married","Chennai","Team Member","Fresher",46.5,46.5,"BA/Bcom/BPharm",3.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07857",9,23,"Female","Married","Chennai","Team Member","Lateral",106.25,106.25,"BCA/BBA",4.5,8,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R07860",9,22,"Male","UnMarried","Chennai","Team Member","Fresher",110.87,110.87,"BE/Btech",0,14,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07861",9,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",88.67,88.67,"BA/Bcom/BPharm",12,7,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07862",0,27,"Female","Married","Chennai","Team Member","Industry Fresher",117.96,117.96,"MSc/Mpharm/MPhil",7,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07863",9,22,"Male","UnMarried","Chennai","Team Member","Fresher",110.01,110.01,"BSc",0,40,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07864",9,26,"Male","UnMarried","Chennai","Team Member","Fresher",104.97,104.97,"MSc/Mpharm/MPhil",0,12,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07865",1,22,"Male","UnMarried","Chennai","Team Member","Industry Fresher",84.96,84.96,"BSc",6,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07866",1,27,"Male","UnMarried","Chennai","Team Member","Fresher",112.45,112.45,"BE/Btech",8.5,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07867",9,25,"Female","UnMarried","Chennai","Team Member","Fresher",88.18,88.18,"BE/Btech",1,3,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07868",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",91.71,91.71,"BSc",19,5,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R07869",1,26,"Male","UnMarried","Chennai","Team Member","Fresher",66.67,66.67,"MCA",8.5,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07870",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",85.95,85.95,"BSc",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R07871",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BE/Btech",7,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07872",0,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",97.77,97.77,"BA/Bcom/BPharm",5,0,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Employee Left",1,0
"R07873",3,24,"Female","UnMarried","Chennai","Team Member","Fresher",50,50,"BCA/BBA",20,2,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07874",7,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",65.93,65.93,"BSc",8,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R07875",1,25,"Male","UnMarried","Chennai","Team Member","Fresher",105.67,105.67,"BE/Btech",7,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07876",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",55.9,55.9,"BA/Bcom/BPharm",6,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07877",9,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",62.78,62.78,"Diploma",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07878",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BE/Btech",7.5,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07879",3,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",28.93,28.93,"BE/Btech",15,3,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07880",1,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",123.68,123.68,"BE/Btech",8.5,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07881",1,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",113.26,113.26,"Diploma",9.5,3,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Employee Left",1,0
"R07882",4,25,"Female","UnMarried","Chennai","Team Member","Lateral",105.8,105.8,"BSc",17,2,"Voice","04:00PM-01:00AM","Bus","Green","Employee Left",1,0
"R07941",6,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",68.02,68.02,"BE/Btech",17,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07942",8,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",71.38,71.38,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R07943",3,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",97.46,97.46,"BE/Btech",14,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07944",1,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",95.18,95.18,"BA/Bcom/BPharm",8.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07945",8,26,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",74.88,74.88,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07946",8,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",66.95,66.95,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07947",3,28,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",107,107,"MSc/Mpharm/MPhil",15,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07948",4,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",103.95,103.95,"BA/Bcom/BPharm",15,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07949",1,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",66.67,66.67,"BSc",11,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07950",2,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",98,98,"BE/Btech",4,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07951",8,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",61.5,61.5,"BE/Btech",13,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07952",8,25,"Male","UnMarried","Hyderabad","Team Member","Fresher",59.5,59.5,"BA/Bcom/BPharm",3.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07953",8,27,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",83.81,83.81,"MBA",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07954",1,28,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",102.93,102.93,"BE/Btech",8,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07955",8,29,"Male","UnMarried","Hyderabad","Team Member","Fresher",60.12,60.12,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07956",3,26,"Male","UnMarried","Hyderabad","Team Member","Fresher",84.24,84.24,"BE/Btech",11,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07957",1,25,"Male","UnMarried","Hyderabad","Team Member","Fresher",103.99,103.99,"BE/Btech",9,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07958",8,25,"Male","UnMarried","Hyderabad","Team Member","Fresher",82.61,82.61,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R07959",5,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",92.85,92.85,"BSc",25,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R07960",1,22,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",100,100,"HSC",7,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07975",6,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",102.23,102.23,"BE/Btech",19,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07976",0,23,"Female","UnMarried","Chennai","Team Member","Fresher",97.84,97.84,"MBA",5,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07977",0,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",88.88,88.88,"Diploma",5.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07978",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",133.24,133.24,"BE/Btech",11.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07979",8,22,"Female","UnMarried","Chennai","Team Member","Fresher",66.75,66.75,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R07980",1,23,"Female","UnMarried","Chennai","Team Member","Fresher",120.5,120.5,"BE/Btech",8,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07981",6,27,"Male","UnMarried","Chennai","Team Member","Fresher",115.59,115.59,"BCA/BBA",19,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R07982",1,22,"Female","UnMarried","Chennai","Team Member","Fresher",104.77,104.77,"BA/Bcom/BPharm",7.5,3,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07983",1,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",120.81,120.81,"BSc",7,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R07984",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",101.94,101.94,"HSC",10,0,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Employee Left",1,0
